cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchi,isosmiles,inchikey,iupacname,meshheadings,annothits,annothitcnt,aids,cidcdate,sidsrcname,depcatg,annotation
53992391,"(2S,5R)-2-[amino(phenyl)methyl]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11467293,306.400,C15H18N2O3S,109.000,476.000,-1.600,21,2,5,3,"InChI=1S/C15H18N2O3S/c1-14(2)15(13(19)20,17-10(18)8-11(17)21-14)12(16)9-6-4-3-5-7-9/h3-7,11-12H,8,16H2,1-2H3,(H,19,20)/t11-,12?,15+/m1/s1",CC1([C@](N2[C@H](S1)CC2=O)(C(C3=CC=CC=C3)N)C(=O)O)C,KFTIPDQQXYJOEG-YOMIOTDVSA-N,"(2S,5R)-2-[amino(phenyl)methyl]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,IBM|SureChEMBL,Curation Efforts|Research and Development,NULL
54016773,"(2S,5R)-6-[[2-amino-2-(2-iodophenyl)acetyl]amino]-6-methoxycarbonyl-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11722077,533.300,C18H20IN3O6S,164.000,749.000,-1.200,29,3,8,6,"InChI=1S/C18H20IN3O6S/c1-17(2)11(13(24)25)22-14(26)18(15(22)29-17,16(27)28-3)21-12(23)10(20)8-6-4-5-7-9(8)19/h4-7,10-11,15H,20H2,1-3H3,(H,21,23)(H,24,25)/t10?,11-,15+,18?/m0/s1",CC1([C@@H](N2[C@H](S1)C(C2=O)(C(=O)OC)NC(=O)C(C3=CC=CC=C3I)N)C(=O)O)C,KWEBNRCGWHBFTR-HMBXTLCWSA-N,"(2S,5R)-6-[[2-amino-2-(2-iodophenyl)acetyl]amino]-6-methoxycarbonyl-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
54021278,"(2S,5R,6R)-3,3-dimethyl-6-[[2-[[2-[methylsulfanyl(oxamoyl)amino]acetyl]amino]-2-phenylacetyl]amino]-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11719269,523.600,C21H25N5O7S2,230.000,924.000,0.200,35,4,9,8,"InChI=1S/C21H25N5O7S2/c1-21(2)14(20(32)33)26-17(30)13(19(26)35-21)24-16(29)12(10-7-5-4-6-8-10)23-11(27)9-25(34-3)18(31)15(22)28/h4-8,12-14,19H,9H2,1-3H3,(H2,22,28)(H,23,27)(H,24,29)(H,32,33)/t12?,13-,14+,19-/m1/s1",CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)CN(C(=O)C(=O)N)SC)C(=O)O)C,KZCDEFXTBNAHNW-YXAHYYACSA-N,"(2S,5R,6R)-3,3-dimethyl-6-[[2-[[2-[methylsulfanyl(oxamoyl)amino]acetyl]amino]-2-phenylacetyl]amino]-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
54027954,"(2S,5R,6R)-6-[[2-(methoxycarbonylsulfamoylamino)-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11874939,486.500,C18H22N4O8S2,205.000,897.000,0.900,32,4,10,8,"InChI=1S/C18H22N4O8S2/c1-18(2)12(16(25)26)22-14(24)11(15(22)31-18)19-13(23)10(9-7-5-4-6-8-9)20-32(28,29)21-17(27)30-3/h4-8,10-12,15,20H,1-3H3,(H,19,23)(H,21,27)(H,25,26)/t10?,11-,12+,15-/m1/s1",CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)NS(=O)(=O)NC(=O)OC)C(=O)O)C,LDOKBYXONXLHJT-UKAJUAJCSA-N,"(2S,5R,6R)-6-[[2-(methoxycarbonylsulfamoylamino)-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,IBM|SureChEMBL,Curation Efforts|Research and Development,NULL
54040875,"(3R,5R,6R)-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-3-carboxylic acid",SCHEMBL11542837,306.340,C14H14N2O4S,112.000,464.000,0.700,21,2,5,4,"InChI=1S/C14H14N2O4S/c17-10(6-8-4-2-1-3-5-8)15-11-12(18)16-7-9(14(19)20)21-13(11)16/h1-5,9,11,13H,6-7H2,(H,15,17)(H,19,20)/t9-,11-,13-/m1/s1",C1[C@@H](S[C@H]2N1C(=O)[C@H]2NC(=O)CC3=CC=CC=C3)C(=O)O,LMGAHUDQMWHOEE-IRUJWGPZSA-N,"(3R,5R,6R)-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-3-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
54040876,(5S)-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-3-carboxylic acid,SCHEMBL11541283,306.340,C14H14N2O4S,112.000,464.000,0.700,21,2,5,4,"InChI=1S/C14H14N2O4S/c17-10(6-8-4-2-1-3-5-8)15-11-12(18)16-7-9(14(19)20)21-13(11)16/h1-5,9,11,13H,6-7H2,(H,15,17)(H,19,20)/t9?,11?,13-/m0/s1",C1C(S[C@@H]2N1C(=O)C2NC(=O)CC3=CC=CC=C3)C(=O)O,LMGAHUDQMWHOEE-OCTTZUBCSA-N,(5S)-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-3-carboxylic acid,NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
54043932,"(2S,5R)-6-[[2-(3-fluorophenyl)acetyl]amino]-3,3,6-trimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11518580,366.400,C17H19FN2O4S,112.000,614.000,1.600,25,2,6,4,"InChI=1S/C17H19FN2O4S/c1-16(2)12(13(22)23)20-14(24)17(3,15(20)25-16)19-11(21)8-9-5-4-6-10(18)7-9/h4-7,12,15H,8H2,1-3H3,(H,19,21)(H,22,23)/t12-,15+,17?/m0/s1",CC1([C@@H](N2[C@H](S1)C(C2=O)(C)NC(=O)CC3=CC(=CC=C3)F)C(=O)O)C,LOGAKCIJGAPMHE-AJAMINHISA-N,"(2S,5R)-6-[[2-(3-fluorophenyl)acetyl]amino]-3,3,6-trimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Classification|Patents,2,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
54049457,"(2R,4R)-5,5-dimethyl-2-[[(2-phenylacetyl)amino]methyl]-1,3-thiazolidine-4-carboxylic acid",NULL,308.400,C15H20N2O3S,104.000,394.000,-0.700,21,3,5,5,"InChI=1S/C15H20N2O3S/c1-15(2)13(14(19)20)17-12(21-15)9-16-11(18)8-10-6-4-3-5-7-10/h3-7,12-13,17H,8-9H2,1-2H3,(H,16,18)(H,19,20)/t12-,13-/m1/s1",CC1([C@H](N[C@H](S1)CNC(=O)CC2=CC=CC=C2)C(=O)O)C,LRWFMQCGNBOTQP-CHWSQXEVSA-N,"(2R,4R)-5,5-dimethyl-2-[[(2-phenylacetyl)amino]methyl]-1,3-thiazolidine-4-carboxylic acid",NULL,Patents,1,NULL,20111204,IBM,Research and Development,NULL
54052271,"(5S)-6-[(2-amino-2-phenylacetyl)amino]-7-oxospiro[4-thia-1-azabicyclo[3.2.0]heptane-3,3'-oxetane]-2-carboxylic acid",SCHEMBL11532328,363.400,C16H17N3O5S,147.000,605.000,-2.200,25,3,7,4,"InChI=1S/C16H17N3O5S/c17-9(8-4-2-1-3-5-8)12(20)18-10-13(21)19-11(15(22)23)16(6-24-7-16)25-14(10)19/h1-5,9-11,14H,6-7,17H2,(H,18,20)(H,22,23)/t9?,10?,11?,14-/m0/s1",C1C2(CO1)C(N3[C@@H](S2)C(C3=O)NC(=O)C(C4=CC=CC=C4)N)C(=O)O,LTSYNRXFPWFVME-CMLRVBMESA-N,"(5S)-6-[(2-amino-2-phenylacetyl)amino]-7-oxospiro[4-thia-1-azabicyclo[3.2.0]heptane-3,3'-oxetane]-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
54058987,"(2S,5R)-6-[(4-fluorobenzoyl)amino]-3,3,6-trimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11518260,352.400,C16H17FN2O4S,112.000,591.000,1.700,24,2,6,3,"InChI=1S/C16H17FN2O4S/c1-15(2)10(12(21)22)19-13(23)16(3,14(19)24-15)18-11(20)8-4-6-9(17)7-5-8/h4-7,10,14H,1-3H3,(H,18,20)(H,21,22)/t10-,14+,16?/m0/s1",CC1([C@@H](N2[C@H](S1)C(C2=O)(C)NC(=O)C3=CC=C(C=C3)F)C(=O)O)C,LYHLJCUYDANGDV-RHKOVIJRSA-N,"(2S,5R)-6-[(4-fluorobenzoyl)amino]-3,3,6-trimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Classification|Patents,2,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
54060720,"methoxycarbonyloxymethyl (2S,5R,6R)-6-[(2-amino-2-phenylacetyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",SCHEMBL11807529,437.500,C19H23N3O7S,163.000,710.000,1.900,30,2,9,9,"InChI=1S/C19H23N3O7S/c1-19(2)13(17(25)28-9-29-18(26)27-3)22-15(24)12(16(22)30-19)21-14(23)11(20)10-7-5-4-6-8-10/h4-8,11-13,16H,9,20H2,1-3H3,(H,21,23)/t11?,12-,13+,16-/m1/s1",CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)OCOC(=O)OC)C,LZMQNYMTZWGFBF-XQERAMJGSA-N,"methoxycarbonyloxymethyl (2S,5R,6R)-6-[(2-amino-2-phenylacetyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
54061641,"(2S,5R,6R)-6-[[2-[[3-amino-4-(methylamino)-4-oxobutanoyl]-(methylcarbamoyl)amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,534.600,C23H30N6O7S,217.000,969.000,-2.200,37,5,9,8,"InChI=1S/C23H30N6O7S/c1-23(2)16(21(34)35)29-19(33)14(20(29)37-23)27-18(32)15(11-8-6-5-7-9-11)28(22(36)26-4)13(30)10-12(24)17(31)25-3/h5-9,12,14-16,20H,10,24H2,1-4H3,(H,25,31)(H,26,36)(H,27,32)(H,34,35)/t12?,14-,15?,16+,20-/m1/s1",CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)N(C(=O)CC(C(=O)NC)N)C(=O)NC)C(=O)O)C,MADFADKXCURFRS-CZYABYLASA-N,"(2S,5R,6R)-6-[[2-[[3-amino-4-(methylamino)-4-oxobutanoyl]-(methylcarbamoyl)amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,IBM,Research and Development,NULL
54063437,"(2S,5R,6R)-3,3-dimethyl-7-oxo-6-[[2-phenyl-2-(propan-2-yloxycarbonylsulfamoylamino)acetyl]amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11859948,514.600,C20H26N4O8S2,205.000,943.000,1.700,34,4,10,9,"InChI=1S/C20H26N4O8S2/c1-10(2)32-19(29)23-34(30,31)22-12(11-8-6-5-7-9-11)15(25)21-13-16(26)24-14(18(27)28)20(3,4)33-17(13)24/h5-10,12-14,17,22H,1-4H3,(H,21,25)(H,23,29)(H,27,28)/t12?,13-,14+,17-/m1/s1",CC(C)OC(=O)NS(=O)(=O)NC(C1=CC=CC=C1)C(=O)N[C@H]2[C@@H]3N(C2=O)[C@H](C(S3)(C)C)C(=O)O,MBIFZTDPGRMIES-DSZSVDOYSA-N,"(2S,5R,6R)-3,3-dimethyl-7-oxo-6-[[2-phenyl-2-(propan-2-yloxycarbonylsulfamoylamino)acetyl]amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
54086937,"(2S,5R)-6-[[2-amino-2-(3-iodophenyl)acetyl]amino]-3,3,6-trimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11520601,489.300,C17H20IN3O4S,138.000,646.000,-0.900,26,3,6,4,"InChI=1S/C17H20IN3O4S/c1-16(2)11(13(23)24)21-14(25)17(3,15(21)26-16)20-12(22)10(19)8-5-4-6-9(18)7-8/h4-7,10-11,15H,19H2,1-3H3,(H,20,22)(H,23,24)/t10?,11-,15+,17?/m0/s1",CC1([C@@H](N2[C@H](S1)C(C2=O)(C)NC(=O)C(C3=CC(=CC=C3)I)N)C(=O)O)C,MRDPSFBWTAPHJL-APOVPAKTSA-N,"(2S,5R)-6-[[2-amino-2-(3-iodophenyl)acetyl]amino]-3,3,6-trimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
54088030,"(2S,5R,6R)-6-[(2-hydrazinyl-2-phenylacetyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11282025,364.400,C16H20N4O4S,150.000,579.000,-1.200,25,4,7,5,"InChI=1S/C16H20N4O4S/c1-16(2)11(15(23)24)20-13(22)10(14(20)25-16)18-12(21)9(19-17)8-6-4-3-5-7-8/h3-7,9-11,14,19H,17H2,1-2H3,(H,18,21)(H,23,24)/t9?,10-,11+,14-/m1/s1",CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)NN)C(=O)O)C,MRWCZVGUIZPARU-UWFZAAFLSA-N,"(2S,5R,6R)-6-[(2-hydrazinyl-2-phenylacetyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,IBM|SureChEMBL,Curation Efforts|Research and Development,NULL
54097827,(6S)-4-methyl-8-oxo-7-[(2-phenylacetyl)amino]-5-thia-1-azabicyclo[4.2.0]oct-3-ene-2-carboxylic acid,SCHEMBL11153126,332.400,C16H16N2O4S,112.000,556.000,2.000,23,2,5,4,"InChI=1S/C16H16N2O4S/c1-9-7-11(16(21)22)18-14(20)13(15(18)23-9)17-12(19)8-10-5-3-2-4-6-10/h2-7,11,13,15H,8H2,1H3,(H,17,19)(H,21,22)/t11?,13?,15-/m0/s1",CC1=CC(N2[C@@H](S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O,MYKAXEHSSQXQMC-HGMXIMQMSA-N,(6S)-4-methyl-8-oxo-7-[(2-phenylacetyl)amino]-5-thia-1-azabicyclo[4.2.0]oct-3-ene-2-carboxylic acid,NULL,Patents,1,NULL,20111204,IBM|SureChEMBL,Curation Efforts|Research and Development,NULL
54098918,"trimethylsilyl (2S,5R,6R)-6-[[(2S)-2-amino-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",SCHEMBL11861764,421.600,C19H27N3O4SSi,127.000,660.000,NULL,28,2,6,6,"InChI=1S/C19H27N3O4SSi/c1-19(2)14(18(25)26-28(3,4)5)22-16(24)13(17(22)27-19)21-15(23)12(20)11-9-7-6-8-10-11/h6-10,12-14,17H,20H2,1-5H3,(H,21,23)/t12-,13+,14-,17+/m0/s1",CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@H](C3=CC=CC=C3)N)C(=O)O[Si](C)(C)C)C,MZDUTROQKUTLGQ-QDEZUTFSSA-N,"trimethylsilyl (2S,5R,6R)-6-[[(2S)-2-amino-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",NULL,Patents,1,NULL,20111204,IBM|SureChEMBL,Curation Efforts|Research and Development,NULL
54103123,"chloromethyl (2S,5R,6R)-6-[(2-amino-2-phenylacetyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",SCHEMBL11178165,397.900,C17H20ClN3O4S,127.000,597.000,2.200,26,2,6,6,"InChI=1S/C17H20ClN3O4S/c1-17(2)12(16(24)25-8-18)21-14(23)11(15(21)26-17)20-13(22)10(19)9-6-4-3-5-7-9/h3-7,10-12,15H,8,19H2,1-2H3,(H,20,22)/t10?,11-,12+,15-/m1/s1",CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)OCCl)C,NBWZFOVIVGNXMB-UKAJUAJCSA-N,"chloromethyl (2S,5R,6R)-6-[(2-amino-2-phenylacetyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",NULL,Patents,1,NULL,20111204,IBM|SureChEMBL,Curation Efforts|Research and Development,NULL
54111606,"(2S,5R)-6-methoxycarbonyl-3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11722811,392.400,C18H20N2O6S,138.000,675.000,1.200,27,2,7,6,"InChI=1S/C18H20N2O6S/c1-17(2)12(13(22)23)20-14(24)18(15(20)27-17,16(25)26-3)19-11(21)9-10-7-5-4-6-8-10/h4-8,12,15H,9H2,1-3H3,(H,19,21)(H,22,23)/t12-,15+,18?/m0/s1",CC1([C@@H](N2[C@H](S1)C(C2=O)(C(=O)OC)NC(=O)CC3=CC=CC=C3)C(=O)O)C,NHMVWFKFCQZLGW-LYLHDHRRSA-N,"(2S,5R)-6-methoxycarbonyl-3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
54111698,"(2S,5R)-6-[[2-amino-2-(4-tert-butylphenyl)acetyl]amino]-3,3,6-trimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11517622,419.500,C21H29N3O4S,138.000,711.000,0.100,29,3,6,5,"InChI=1S/C21H29N3O4S/c1-19(2,3)12-9-7-11(8-10-12)13(22)15(25)23-21(6)17(28)24-14(16(26)27)20(4,5)29-18(21)24/h7-10,13-14,18H,22H2,1-6H3,(H,23,25)(H,26,27)/t13?,14-,18+,21?/m0/s1",CC1([C@@H](N2[C@H](S1)C(C2=O)(C)NC(=O)C(C3=CC=C(C=C3)C(C)(C)C)N)C(=O)O)C,NHORGMPYQVDCGQ-JASLPKBKSA-N,"(2S,5R)-6-[[2-amino-2-(4-tert-butylphenyl)acetyl]amino]-3,3,6-trimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
54114448,"(2S,5R,6R)-6-[[2-[[2-[(1-amino-2-methylsulfanylethylidene)amino]acetyl]amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11723449,493.600,C21H27N5O5S2,205.000,830.000,0.800,33,4,8,9,"InChI=1S/C21H27N5O5S2/c1-21(2)16(20(30)31)26-18(29)15(19(26)33-21)25-17(28)14(11-7-5-4-6-8-11)24-13(27)9-23-12(22)10-32-3/h4-8,14-16,19H,9-10H2,1-3H3,(H2,22,23)(H,24,27)(H,25,28)(H,30,31)/t14?,15-,16+,19-/m1/s1",CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)CN=C(CSC)N)C(=O)O)C,NJJFKLPABDWQBX-IHBAFOEMSA-N,"(2S,5R,6R)-6-[[2-[[2-[(1-amino-2-methylsulfanylethylidene)amino]acetyl]amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
54135133,"(2S,5R,6R)-3,3-dimethyl-6-[[2-(methyldiazenyl)-2-phenylacetyl]amino]-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,376.400,C17H20N4O4S,137.000,632.000,2.000,26,2,7,5,"InChI=1S/C17H20N4O4S/c1-17(2)12(16(24)25)21-14(23)11(15(21)26-17)19-13(22)10(20-18-3)9-7-5-4-6-8-9/h4-8,10-12,15H,1-3H3,(H,19,22)(H,24,25)/t10?,11-,12+,15-/m1/s1",CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)N=NC)C(=O)O)C,NXDMWZUITBNCAH-UKAJUAJCSA-N,"(2S,5R,6R)-3,3-dimethyl-6-[[2-(methyldiazenyl)-2-phenylacetyl]amino]-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,IBM,Research and Development,NULL
54136755,"(5S)-1'-benzyl-7-oxo-6-[(2-phenylacetyl)amino]spiro[4-thia-1-azabicyclo[3.2.0]heptane-3,4'-piperidine]-2-carboxylic acid",SCHEMBL11375124,465.600,C25H27N3O4S,115.000,757.000,0.800,33,2,6,6,"InChI=1S/C25H27N3O4S/c29-19(15-17-7-3-1-4-8-17)26-20-22(30)28-21(24(31)32)25(33-23(20)28)11-13-27(14-12-25)16-18-9-5-2-6-10-18/h1-10,20-21,23H,11-16H2,(H,26,29)(H,31,32)/t20?,21?,23-/m0/s1",C1CN(CCC12C(N3[C@@H](S2)C(C3=O)NC(=O)CC4=CC=CC=C4)C(=O)O)CC5=CC=CC=C5,NYGLGGFGYYAOOI-BBHUYCHWSA-N,"(5S)-1'-benzyl-7-oxo-6-[(2-phenylacetyl)amino]spiro[4-thia-1-azabicyclo[3.2.0]heptane-3,4'-piperidine]-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
54143764,"(2S,5R)-3,3,6-trimethyl-6-[(3-methylbenzoyl)amino]-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11518824,348.400,C17H20N2O4S,112.000,593.000,1.900,24,2,5,3,"InChI=1S/C17H20N2O4S/c1-9-6-5-7-10(8-9)12(20)18-17(4)14(23)19-11(13(21)22)16(2,3)24-15(17)19/h5-8,11,15H,1-4H3,(H,18,20)(H,21,22)/t11-,15+,17?/m0/s1",CC1=CC(=CC=C1)C(=O)NC2([C@@H]3N(C2=O)[C@H](C(S3)(C)C)C(=O)O)C,OCWQJRKNNCBVQL-HAHZRWCASA-N,"(2S,5R)-3,3,6-trimethyl-6-[(3-methylbenzoyl)amino]-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
54144796,"(2S,5R,6R)-3,3-dimethyl-7-oxo-6-[[2-phenyl-2-(1,2,3,4-tetrahydroisoquinoline-3-carbonylamino)acetyl]amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11477057,508.600,C26H28N4O5S,153.000,907.000,-0.200,36,4,7,6,"InChI=1S/C26H28N4O5S/c1-26(2)20(25(34)35)30-23(33)19(24(30)36-26)29-22(32)18(14-8-4-3-5-9-14)28-21(31)17-12-15-10-6-7-11-16(15)13-27-17/h3-11,17-20,24,27H,12-13H2,1-2H3,(H,28,31)(H,29,32)(H,34,35)/t17?,18?,19-,20+,24-/m1/s1",CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)C4CC5=CC=CC=C5CN4)C(=O)O)C,ODPFCBPVFXZHNF-IISGRTLJSA-N,"(2S,5R,6R)-3,3-dimethyl-7-oxo-6-[[2-phenyl-2-(1,2,3,4-tetrahydroisoquinoline-3-carbonylamino)acetyl]amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,IBM|SureChEMBL,Curation Efforts|Research and Development,NULL
54156371,"(2S,5R)-3,3,6-trimethyl-6-[(2-methylbenzoyl)amino]-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11516862,348.400,C17H20N2O4S,112.000,593.000,1.900,24,2,5,3,"InChI=1S/C17H20N2O4S/c1-9-7-5-6-8-10(9)12(20)18-17(4)14(23)19-11(13(21)22)16(2,3)24-15(17)19/h5-8,11,15H,1-4H3,(H,18,20)(H,21,22)/t11-,15+,17?/m0/s1",CC1=CC=CC=C1C(=O)NC2([C@@H]3N(C2=O)[C@H](C(S3)(C)C)C(=O)O)C,OLIFJKXGJWLXMX-HAHZRWCASA-N,"(2S,5R)-3,3,6-trimethyl-6-[(2-methylbenzoyl)amino]-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
54174418,"(2S,5R)-6-[[2-(2-iodophenyl)acetyl]amino]-3,3,6-trimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11517709,474.300,C17H19IN2O4S,112.000,614.000,2.100,25,2,5,4,"InChI=1S/C17H19IN2O4S/c1-16(2)12(13(22)23)20-14(24)17(3,15(20)25-16)19-11(21)8-9-6-4-5-7-10(9)18/h4-7,12,15H,8H2,1-3H3,(H,19,21)(H,22,23)/t12-,15+,17?/m0/s1",CC1([C@@H](N2[C@H](S1)C(C2=O)(C)NC(=O)CC3=CC=CC=C3I)C(=O)O)C,OXGGOUTVWSKIMH-AJAMINHISA-N,"(2S,5R)-6-[[2-(2-iodophenyl)acetyl]amino]-3,3,6-trimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
